file,label
fire_020_3.npy,fire_alarm
fire_020_4.npy,fire_alarm
fire_020_5.npy,fire_alarm
fire_020_6.npy,fire_alarm
fire_020_7.npy,fire_alarm
fire_020_8.npy,fire_alarm
fire_020_9.npy,fire_alarm
fire_021_0.npy,fire_alarm
fire_021_1.npy,fire_alarm
fire_021_2.npy,fire_alarm
fire_021_3.npy,fire_alarm
fire_021_4.npy,fire_alarm
fire_021_5.npy,fire_alarm
fire_021_6.npy,fire_alarm
fire_021_7.npy,fire_alarm
fire_021_8.npy,fire_alarm
fire_022_0.npy,fire_alarm
fire_022_1.npy,fire_alarm
fire_022_10.npy,fire_alarm
fire_022_11.npy,fire_alarm
fire_022_12.npy,fire_alarm
fire_022_13.npy,fire_alarm
fire_022_14.npy,fire_alarm
fire_022_15.npy,fire_alarm
fire_022_16.npy,fire_alarm
fire_022_17.npy,fire_alarm
fire_022_2.npy,fire_alarm
fire_022_3.npy,fire_alarm
fire_022_4.npy,fire_alarm
fire_022_5.npy,fire_alarm
fire_022_6.npy,fire_alarm
fire_022_7.npy,fire_alarm
fire_022_8.npy,fire_alarm
fire_022_9.npy,fire_alarm
fire_023_0.npy,fire_alarm
fire_023_1.npy,fire_alarm
fire_023_2.npy,fire_alarm
fire_023_3.npy,fire_alarm
fire_023_4.npy,fire_alarm
fire_023_5.npy,fire_alarm
fire_023_6.npy,fire_alarm
fire_023_7.npy,fire_alarm
fire_023_8.npy,fire_alarm
fire_023_9.npy,fire_alarm
fire_024_0.npy,fire_alarm
fire_024_1.npy,fire_alarm
fire_024_10.npy,fire_alarm
fire_024_11.npy,fire_alarm
fire_024_12.npy,fire_alarm
fire_024_13.npy,fire_alarm
fire_024_2.npy,fire_alarm
fire_024_3.npy,fire_alarm
fire_024_4.npy,fire_alarm
fire_024_5.npy,fire_alarm
fire_024_6.npy,fire_alarm
fire_024_7.npy,fire_alarm
fire_024_8.npy,fire_alarm
fire_024_9.npy,fire_alarm
fire_025_0.npy,fire_alarm
fire_025_1.npy,fire_alarm
fire_025_2.npy,fire_alarm
fire_025_3.npy,fire_alarm
fire_025_4.npy,fire_alarm
fire_025_5.npy,fire_alarm
fire_025_6.npy,fire_alarm
fire_025_7.npy,fire_alarm
fire_025_8.npy,fire_alarm
fire_026_0.npy,fire_alarm
fire_026_1.npy,fire_alarm
fire_026_10.npy,fire_alarm
fire_026_11.npy,fire_alarm
fire_026_12.npy,fire_alarm
fire_026_13.npy,fire_alarm
fire_026_14.npy,fire_alarm
fire_026_15.npy,fire_alarm
fire_026_16.npy,fire_alarm
fire_026_17.npy,fire_alarm
fire_026_2.npy,fire_alarm
fire_026_3.npy,fire_alarm
fire_026_4.npy,fire_alarm
fire_026_5.npy,fire_alarm
fire_026_6.npy,fire_alarm
fire_026_7.npy,fire_alarm
fire_026_8.npy,fire_alarm
fire_026_9.npy,fire_alarm
fire_027_0.npy,fire_alarm
fire_027_1.npy,fire_alarm
fire_027_10.npy,fire_alarm
fire_027_11.npy,fire_alarm
fire_027_2.npy,fire_alarm
fire_027_3.npy,fire_alarm
fire_027_4.npy,fire_alarm
fire_027_5.npy,fire_alarm
fire_027_6.npy,fire_alarm
fire_027_7.npy,fire_alarm
fire_027_8.npy,fire_alarm
fire_027_9.npy,fire_alarm
fire_028_0.npy,fire_alarm
fire_028_1.npy,fire_alarm
fire_028_2.npy,fire_alarm
fire_028_3.npy,fire_alarm
fire_028_4.npy,fire_alarm
fire_028_5.npy,fire_alarm
fire_028_6.npy,fire_alarm
fire_028_7.npy,fire_alarm
fire_028_8.npy,fire_alarm
fire_029_0.npy,fire_alarm
fire_029_1.npy,fire_alarm
fire_029_2.npy,fire_alarm
fire_029_3.npy,fire_alarm
fire_029_4.npy,fire_alarm
fire_029_5.npy,fire_alarm
fire_029_6.npy,fire_alarm
fire_029_7.npy,fire_alarm
fire_029_8.npy,fire_alarm
fire_030_0.npy,fire_alarm
fire_030_1.npy,fire_alarm
fire_030_10.npy,fire_alarm
fire_030_11.npy,fire_alarm
fire_030_12.npy,fire_alarm
fire_030_13.npy,fire_alarm
fire_030_14.npy,fire_alarm
fire_030_15.npy,fire_alarm
fire_030_16.npy,fire_alarm
fire_030_17.npy,fire_alarm
fire_030_2.npy,fire_alarm
fire_030_3.npy,fire_alarm
fire_030_4.npy,fire_alarm
fire_030_5.npy,fire_alarm
fire_030_6.npy,fire_alarm
fire_030_7.npy,fire_alarm
fire_030_8.npy,fire_alarm
fire_030_9.npy,fire_alarm
fire_031_0.npy,fire_alarm
fire_031_1.npy,fire_alarm
fire_031_10.npy,fire_alarm
fire_031_11.npy,fire_alarm
fire_031_12.npy,fire_alarm
fire_031_13.npy,fire_alarm
fire_031_14.npy,fire_alarm
fire_031_15.npy,fire_alarm
fire_031_16.npy,fire_alarm
fire_031_17.npy,fire_alarm
fire_031_2.npy,fire_alarm
fire_031_3.npy,fire_alarm
fire_031_4.npy,fire_alarm
fire_031_5.npy,fire_alarm
fire_031_6.npy,fire_alarm
fire_031_7.npy,fire_alarm
fire_031_8.npy,fire_alarm
fire_031_9.npy,fire_alarm
fire_032_0.npy,fire_alarm
fire_032_1.npy,fire_alarm
fire_032_10.npy,fire_alarm
fire_032_11.npy,fire_alarm
fire_032_12.npy,fire_alarm
fire_032_13.npy,fire_alarm
fire_032_14.npy,fire_alarm
fire_032_15.npy,fire_alarm
fire_032_16.npy,fire_alarm
fire_032_17.npy,fire_alarm
fire_032_2.npy,fire_alarm
fire_032_3.npy,fire_alarm
fire_032_4.npy,fire_alarm
fire_032_5.npy,fire_alarm
fire_032_6.npy,fire_alarm
fire_032_7.npy,fire_alarm
fire_032_8.npy,fire_alarm
fire_032_9.npy,fire_alarm
fire_033_0.npy,fire_alarm
fire_033_1.npy,fire_alarm
fire_033_10.npy,fire_alarm
fire_033_11.npy,fire_alarm
fire_033_12.npy,fire_alarm
fire_033_13.npy,fire_alarm
fire_033_14.npy,fire_alarm
fire_033_15.npy,fire_alarm
fire_033_16.npy,fire_alarm
fire_033_17.npy,fire_alarm
fire_033_2.npy,fire_alarm
fire_033_3.npy,fire_alarm
fire_033_4.npy,fire_alarm
fire_033_5.npy,fire_alarm
fire_033_6.npy,fire_alarm
fire_033_7.npy,fire_alarm
fire_033_8.npy,fire_alarm
fire_033_9.npy,fire_alarm
fire_034_0.npy,fire_alarm
fire_034_1.npy,fire_alarm
fire_034_2.npy,fire_alarm
fire_034_3.npy,fire_alarm
fire_034_4.npy,fire_alarm
fire_034_5.npy,fire_alarm
fire_034_6.npy,fire_alarm
fire_034_7.npy,fire_alarm
fire_034_8.npy,fire_alarm
fire_035_0.npy,fire_alarm
fire_035_1.npy,fire_alarm
fire_035_2.npy,fire_alarm
fire_035_3.npy,fire_alarm
fire_035_4.npy,fire_alarm
fire_035_5.npy,fire_alarm
fire_035_6.npy,fire_alarm
fire_035_7.npy,fire_alarm
fire_035_8.npy,fire_alarm
siren_011_0.npy,siren
siren_011_1.npy,siren
siren_011_2.npy,siren
siren_011_3.npy,siren
siren_011_4.npy,siren
siren_011_5.npy,siren
siren_011_6.npy,siren
siren_011_7.npy,siren
siren_012_0.npy,siren
siren_012_1.npy,siren
siren_012_2.npy,siren
siren_012_3.npy,siren
siren_012_4.npy,siren
siren_012_5.npy,siren
siren_012_6.npy,siren
siren_012_7.npy,siren
siren_012_8.npy,siren
siren_013_0.npy,siren
siren_013_1.npy,siren
siren_013_10.npy,siren
siren_013_11.npy,siren
siren_013_12.npy,siren
siren_013_13.npy,siren
siren_013_14.npy,siren
siren_013_15.npy,siren
siren_013_16.npy,siren
siren_013_17.npy,siren
siren_013_2.npy,siren
siren_013_3.npy,siren
siren_013_4.npy,siren
siren_013_5.npy,siren
siren_013_6.npy,siren
siren_013_7.npy,siren
siren_013_8.npy,siren
siren_013_9.npy,siren
siren_014_0.npy,siren
siren_014_1.npy,siren
siren_014_10.npy,siren
siren_014_11.npy,siren
siren_014_12.npy,siren
siren_014_13.npy,siren
siren_014_14.npy,siren
siren_014_15.npy,siren
siren_014_2.npy,siren
siren_014_3.npy,siren
siren_014_4.npy,siren
siren_014_5.npy,siren
siren_014_6.npy,siren
siren_014_7.npy,siren
siren_014_8.npy,siren
siren_014_9.npy,siren
siren_015_0.npy,siren
siren_015_1.npy,siren
siren_015_10.npy,siren
siren_015_11.npy,siren
siren_015_12.npy,siren
siren_015_13.npy,siren
siren_015_14.npy,siren
siren_015_15.npy,siren
siren_015_16.npy,siren
siren_015_17.npy,siren
siren_015_2.npy,siren
siren_015_3.npy,siren
siren_015_4.npy,siren
siren_015_5.npy,siren
siren_015_6.npy,siren
siren_015_7.npy,siren
siren_015_8.npy,siren
siren_015_9.npy,siren
siren_016_0.npy,siren
siren_016_1.npy,siren
siren_016_2.npy,siren
siren_016_3.npy,siren
siren_016_4.npy,siren
siren_016_5.npy,siren
siren_016_6.npy,siren
siren_016_7.npy,siren
siren_016_8.npy,siren
siren_017_0.npy,siren
siren_017_1.npy,siren
siren_017_2.npy,siren
siren_017_3.npy,siren
siren_017_4.npy,siren
siren_017_5.npy,siren
siren_017_6.npy,siren
siren_017_7.npy,siren
siren_017_8.npy,siren
siren_017_9.npy,siren
